日期,委托时间,品种,标的,交易类型,下单类型,成交数量,成交价,成交额,委托数量,委托价格,平仓盈亏,手续费,状态,最后更新时间
2021-04-19,09:30:00,股票,新兴装备(002933.XSHE),买,市价单,85600股,25.62,2193072,85600股,-,0,657.92,全部成交,2021-04-19 09:30:00
2021-04-26,09:30:00,股票,冰川网络(300533.XSHE),卖,市价单,-109600股,19.9,-2181040,-109600股,-,-13152,2835.35,全部成交,2021-04-26 09:30:00
2021-04-26,09:30:00,股票,朗玛信息(300288.XSHE),买,市价单,229300股,9.52,2182936,229300股,-,0,654.88,全部成交,2021-04-26 09:30:00
2021-05-06,09:30:00,股票,世嘉科技(002796.XSHE),卖,市价单,-144600股,9.5,-1373700,-144600股,-,-468504,1785.81,全部成交,2021-05-06 09:30:00
2021-05-06,09:30:00,股票,新兴装备(002933.XSHE),卖,市价单,-85600股,23.2,-1985920,-85600股,-,-207152,2581.7,全部成交,2021-05-06 09:30:00
2021-05-06,09:30:00,股票,实益达(002137.XSHE),买,市价单,316400股,5.32,1683248,316400股,-,0,504.97,全部成交,2021-05-06 09:30:00
2021-05-06,09:30:00,股票,美利云(000815.XSHE),买,市价单,350400股,4.78,1674912,350400股,-,0,502.47,全部成交,2021-05-06 09:30:00
2021-05-10,09:30:00,股票,美利云(000815.XSHE),卖,市价单,-350400股,4.88,-1709952,-350400股,-,35040,2222.94,全部成交,2021-05-10 09:30:00
2021-05-10,09:30:00,股票,通达电气(603390.XSHG),买,市价单,182200股,9.34,1701748,182200股,-,0,510.52,全部成交,2021-05-10 09:30:00
2021-05-24,09:30:00,股票,名家汇(300506.XSHE),卖,市价单,-368800股,5.18,-1910384,-368800股,-,239720,2483.5,全部成交,2021-05-24 09:30:00
2021-05-24,09:30:00,股票,大胜达(603687.XSHG),买,市价单,233700股,8.17,1909329,233700股,-,0,572.8,全部成交,2021-05-24 09:30:00
2021-05-31,09:30:00,股票,大胜达(603687.XSHG),卖,市价单,-233700股,8.48,-1981776,-233700股,-,72447,2576.31,全部成交,2021-05-31 09:30:00
2021-05-31,09:30:00,股票,名家汇(300506.XSHE),买,市价单,393600股,5.04,1983744,393600股,-,0,595.12,全部成交,2021-05-31 09:30:00
2021-06-07,09:30:00,股票,朗玛信息(300288.XSHE),卖,市价单,-229300股,10.3,-2361790,-229300股,-,178854,3070.33,全部成交,2021-06-07 09:30:00
2021-06-07,09:30:00,股票,海峡创新(300300.XSHE),买,市价单,470300股,5.04,2370312,470300股,-,0,711.09,全部成交,2021-06-07 09:30:00
2021-06-15,09:30:00,股票,实益达(002137.XSHE),卖,市价单,-316400股,7.2,-2278080,-316400股,-,594832,2961.5,全部成交,2021-06-15 09:30:00
2021-06-15,09:30:00,股票,海峡创新(300300.XSHE),卖,市价单,-470300股,5.4,-2539620,-470300股,-,169308,3301.51,全部成交,2021-06-15 09:30:00
2021-06-15,09:30:00,股票,卫信康(603676.XSHG),买,市价单,292700股,8.22,2405994,292700股,-,0,721.8,全部成交,2021-06-15 09:30:00
2021-06-15,09:30:00,股票,力生制药(002393.XSHE),买,市价单,125700股,19.08,2398356,125700股,-,0,719.51,全部成交,2021-06-15 09:30:00
2021-06-21,09:30:00,股票,思美传媒(002712.XSHE),卖,市价单,-321300股,5.03,-1616139,-321300股,-,-61047,2100.98,全部成交,2021-06-21 09:30:00
2021-06-21,09:30:00,股票,通达电气(603390.XSHG),卖,市价单,-182200股,9.26,-1687172,-182200股,-,3552.9,2193.32,全部成交,2021-06-21 09:30:00
2021-06-21,09:30:00,股票,名家汇(300506.XSHE),卖,市价单,-393600股,5.06,-1991616,-393600股,-,7872,2589.1,全部成交,2021-06-21 09:30:00
2021-06-21,09:30:00,股票,卫信康(603676.XSHG),卖,市价单,-292700股,7.86,-2300622,-292700股,-,-105372,2990.81,全部成交,2021-06-21 09:30:00
2021-06-21,09:30:00,股票,力生制药(002393.XSHE),卖,市价单,-125700股,18.35,-2306595,-125700股,-,-91761,2998.57,全部成交,2021-06-21 09:30:00
2021-06-21,09:30:00,股票,大胜达(603687.XSHG),买,市价单,254100股,7.81,1984521,254100股,-,0,595.36,全部成交,2021-06-21 09:30:00
2021-06-21,09:30:00,股票,百傲化学(603360.XSHG),买,市价单,145500股,13.6,1978800,145500股,-,0,593.64,全部成交,2021-06-21 09:30:00
2021-06-21,09:30:00,股票,佳发教育(300559.XSHE),买,市价单,215100股,9.22,1983222,215100股,-,0,594.97,全部成交,2021-06-21 09:30:00
2021-06-21,09:30:00,股票,安正时尚(603839.XSHG),买,市价单,207400股,9.56,1982744,207400股,-,0,594.82,全部成交,2021-06-21 09:30:00
2021-06-21,09:30:00,股票,智莱科技(300771.XSHE),买,市价单,80300股,24.32,1952896,80300股,-,0,585.87,全部成交,2021-06-21 09:30:00
2021-06-28,09:30:00,股票,安正时尚(603839.XSHG),卖,市价单,-207400股,9.41,-1951634,-207400股,-,-31110,2537.12,全部成交,2021-06-28 09:30:00
2021-06-28,09:30:00,股票,智莱科技(300771.XSHE),卖,市价单,-80300股,24.44,-1962532,-80300股,-,9636,2551.29,全部成交,2021-06-28 09:30:00
2021-06-28,09:30:00,股票,锦鸡股份(300798.XSHE),买,市价单,217100股,9.02,1958242,217100股,-,0,587.47,全部成交,2021-06-28 09:30:00
2021-06-28,09:30:00,股票,五方光电(002962.XSHE),买,市价单,151900股,12.86,1953434,151900股,-,0,586.03,全部成交,2021-06-28 09:30:00
2021-07-05,09:30:00,股票,锦鸡股份(300798.XSHE),卖,市价单,-217100股,8.82,-1914822,-217100股,-,-43420,2489.27,全部成交,2021-07-05 09:30:00
2021-07-05,09:30:00,股票,五方光电(002962.XSHE),卖,市价单,-151900股,14.04,-2132676,-151900股,-,179242,2772.48,全部成交,2021-07-05 09:30:00
2021-07-05,09:30:00,股票,新力金融(600318.XSHG),买,市价单,286300股,7.08,2027004,286300股,-,0,608.1,全部成交,2021-07-05 09:30:00
2021-07-05,09:30:00,股票,智莱科技(300771.XSHE),买,市价单,87200股,23.06,2010832,87200股,-,0,603.25,全部成交,2021-07-05 09:30:00
2021-07-12,09:30:00,股票,新力金融(600318.XSHG),卖,市价单,-286300股,7.4,-2118620,-286300股,-,91616,2754.21,全部成交,2021-07-12 09:30:00
2021-07-12,09:30:00,股票,智莱科技(300771.XSHE),卖,市价单,-87200股,23.2,-2023040,-87200股,-,12208,2629.95,全部成交,2021-07-12 09:30:00
2021-07-12,09:30:00,股票,中嘉博创(000889.XSHE),买,市价单,530100股,3.92,2077992,530100股,-,0,623.4,全部成交,2021-07-12 09:30:00
2021-07-12,09:30:00,股票,安正时尚(603839.XSHG),买,市价单,222800股,9.26,2063128,222800股,-,0,618.94,全部成交,2021-07-12 09:30:00
2021-07-19,09:30:00,股票,安正时尚(603839.XSHG),卖,市价单,-222800股,9.16,-2040848,-222800股,-,-22280,2653.1,全部成交,2021-07-19 09:30:00
2021-07-19,09:30:00,股票,智莱科技(300771.XSHE),买,市价单,109400股,18.58,2032652,109400股,-,0,609.8,全部成交,2021-07-19 09:30:00
2021-07-26,09:30:00,股票,百傲化学(603360.XSHG),卖,市价单,-145500股,13.96,-2031180,-145500股,-,52380,2640.53,全部成交,2021-07-26 09:30:00
2021-07-26,09:30:00,股票,安正时尚(603839.XSHG),买,市价单,233100股,8.72,2032632,233100股,-,0,609.79,全部成交,2021-07-26 09:30:00
2021-08-02,09:30:00,股票,佳发教育(300559.XSHE),卖,市价单,-215100股,11.8,-2538180,-215100股,-,554958,3299.63,全部成交,2021-08-02 09:30:00
2021-08-02,09:30:00,股票,百傲化学(603360.XSHG),买,市价单,202200股,12.52,2531544,202200股,-,0,759.46,全部成交,2021-08-02 09:30:00
2021-08-16,09:30:00,股票,安正时尚(603839.XSHG),卖,市价单,-233100股,9.26,-2158506,-233100股,-,125874,2806.06,全部成交,2021-08-16 09:30:00
2021-08-16,09:30:00,股票,富春股份(300299.XSHE),买,市价单,422600股,5.12,2163712,422600股,-,0,649.11,全部成交,2021-08-16 09:30:00
2021-08-30,09:30:00,股票,大胜达(603687.XSHG),卖,市价单,-254100股,8.56,-2175096,-254100股,-,190575,2827.62,全部成交,2021-08-30 09:30:00
2021-08-30,09:30:00,股票,中嘉博创(000889.XSHE),卖,市价单,-530100股,3.18,-1685718,-530100股,-,-392274,2191.43,全部成交,2021-08-30 09:30:00
2021-08-30,09:30:00,股票,安正时尚(603839.XSHG),买,市价单,223900股,8.6,1925540,223900股,-,0,577.66,全部成交,2021-08-30 09:30:00
2021-08-30,09:30:00,股票,中天精装(002989.XSHE),买,市价单,82200股,23.33,1917726,82200股,-,0,575.32,全部成交,2021-08-30 09:30:00
2021-09-06,09:30:00,股票,中天精装(002989.XSHE),卖,市价单,-82200股,23.56,-1936632,-82200股,-,18906,2517.62,全部成交,2021-09-06 09:30:00
2021-09-06,09:30:00,股票,威创股份(002308.XSHE),买,市价单,499300股,3.9,1947270,499300股,-,0,584.18,全部成交,2021-09-06 09:30:00
2021-09-13,09:30:00,股票,百傲化学(603360.XSHG),卖,市价单,-202200股,14.01,-2832822,-202200股,-,301278,3682.67,全部成交,2021-09-13 09:30:00
2021-09-13,09:30:00,股票,威创股份(002308.XSHE),卖,市价单,-499300股,3.94,-1967242,-499300股,-,19972,2557.41,全部成交,2021-09-13 09:30:00
2021-09-13,09:30:00,股票,佳发教育(300559.XSHE),买,市价单,278700股,8.6,2396820,278700股,-,0,719.05,全部成交,2021-09-13 09:30:00
2021-09-13,09:30:00,股票,中天精装(002989.XSHE),买,市价单,103700股,22.98,2383026,103700股,-,0,714.91,全部成交,2021-09-13 09:30:00
2021-10-11,09:30:00,股票,富春股份(300299.XSHE),卖,市价单,-422600股,4.96,-2096096,-422600股,-,-67616,2724.92,全部成交,2021-10-11 09:30:00
2021-10-11,09:30:00,股票,百傲化学(603360.XSHG),买,市价单,160700股,13.04,2095528,160700股,-,0,628.66,全部成交,2021-10-11 09:30:00
2021-10-18,09:30:00,股票,佳发教育(300559.XSHE),卖,市价单,-278700股,8.28,-2307636,-278700股,-,-89184,2999.93,全部成交,2021-10-18 09:30:00
2021-10-18,09:30:00,股票,美吉姆(002621.XSHE),买,市价单,570500股,4.06,2316230,570500股,-,0,694.87,全部成交,2021-10-18 09:30:00
2021-10-25,09:30:00,股票,中天精装(002989.XSHE),卖,市价单,-103700股,21.58,-2237846,-103700股,-,-145180,2909.2,全部成交,2021-10-25 09:30:00
2021-10-25,09:30:00,股票,百傲化学(603360.XSHG),卖,市价单,-160700股,12.96,-2082672,-160700股,-,-12856,2707.47,全部成交,2021-10-25 09:30:00
2021-10-25,09:30:00,股票,佳发教育(300559.XSHE),买,市价单,266900股,8.08,2156552,266900股,-,0,646.97,全部成交,2021-10-25 09:30:00
2021-10-25,09:30:00,股票,富春股份(300299.XSHE),买,市价单,447600股,4.81,2152956,447600股,-,0,645.89,全部成交,2021-10-25 09:30:00
2021-11-01,09:30:00,股票,安正时尚(603839.XSHG),卖,市价单,-223900股,8.28,-1853892,-223900股,-,-71648,2410.06,全部成交,2021-11-01 09:30:00
2021-11-01,09:30:00,股票,富春股份(300299.XSHE),卖,市价单,-447600股,4.64,-2076864,-447600股,-,-76092,2699.92,全部成交,2021-11-01 09:30:00
2021-11-01,09:30:00,股票,瑞斯康达(603803.XSHG),买,市价单,323800股,6.06,1962228,323800股,-,0,588.67,全部成交,2021-11-01 09:30:00
2021-11-01,09:30:00,股票,中天精装(002989.XSHE),买,市价单,101600股,19.2,1950720,101600股,-,0,585.22,全部成交,2021-11-01 09:30:00
2021-11-29,09:30:00,股票,佳发教育(300559.XSHE),卖,市价单,-266900股,8.32,-2220608,-266900股,-,64056,2886.79,全部成交,2021-11-29 09:30:00
2021-11-29,09:30:00,股票,安正时尚(603839.XSHG),买,市价单,268500股,8.28,2223180,268500股,-,0,666.95,全部成交,2021-11-29 09:30:00
2021-12-13,09:30:00,股票,中天精装(002989.XSHE),卖,市价单,-101600股,23.17,-2354072,-101600股,-,403352,3060.29,全部成交,2021-12-13 09:30:00
2021-12-13,09:30:00,股票,富春股份(300299.XSHE),买,市价单,458400股,5.14,2356176,458400股,-,0,706.85,全部成交,2021-12-13 09:30:00
2021-12-20,09:30:00,股票,智莱科技(300771.XSHE),卖,市价单,-109400股,20.58,-2251452,-109400股,-,218800,2926.89,全部成交,2021-12-20 09:30:00
2021-12-20,09:30:00,股票,美吉姆(002621.XSHE),卖,市价单,-570500股,3.72,-2122260,-570500股,-,-193970,2758.94,全部成交,2021-12-20 09:30:00
2021-12-20,09:30:00,股票,瑞斯康达(603803.XSHG),卖,市价单,-323800股,6.62,-2143556,-323800股,-,181328,2786.62,全部成交,2021-12-20 09:30:00
2021-12-20,09:30:00,股票,安正时尚(603839.XSHG),卖,市价单,-268500股,8.41,-2258085,-268500股,-,34905,2935.51,全部成交,2021-12-20 09:30:00
2021-12-20,09:30:00,股票,富春股份(300299.XSHE),卖,市价单,-458400股,6.32,-2897088,-458400股,-,540912,3766.21,全部成交,2021-12-20 09:30:00
2021-12-20,09:30:00,股票,中天精装(002989.XSHE),买,市价单,98500股,23.65,2329525,98500股,-,0,698.86,全部成交,2021-12-20 09:30:00
2021-12-20,09:30:00,股票,北陆药业(300016.XSHE),买,市价单,292900股,7.98,2337342,292900股,-,0,701.2,全部成交,2021-12-20 09:30:00
2021-12-20,09:30:00,股票,华盛昌(002980.XSHE),买,市价单,77200股,30.18,2329896,77200股,-,0,698.97,全部成交,2021-12-20 09:30:00
2021-12-20,09:30:00,股票,中国武夷(000797.XSHE),买,市价单,885400股,2.66,2355164,885400股,-,0,706.55,全部成交,2021-12-20 09:30:00
2021-12-20,09:30:00,股票,光大嘉宝(600622.XSHG),买,市价单,805700股,2.86,2304302,805700股,-,0,691.29,全部成交,2021-12-20 09:30:00
2022-01-04,09:30:00,股票,北陆药业(300016.XSHE),卖,市价单,-292900股,9.17,-2685893,-292900股,-,348551,3491.66,全部成交,2022-01-04 09:30:00
2022-01-04,09:30:00,股票,合兴包装(002228.XSHE),买,市价单,732300股,3.66,2680218,732300股,-,0,804.07,全部成交,2022-01-04 09:30:00
2022-01-10,09:30:00,股票,光大嘉宝(600622.XSHG),卖,市价单,-805700股,3.1,-2497670,-805700股,-,193368,3246.97,全部成交,2022-01-10 09:30:00
2022-01-10,09:30:00,股票,北陆药业(300016.XSHE),买,市价单,278200股,8.94,2487108,278200股,-,0,746.13,全部成交,2022-01-10 09:30:00
2022-01-17,09:30:00,股票,华盛昌(002980.XSHE),卖,市价单,-77200股,34.42,-2657224,-77200股,-,327328,3454.39,全部成交,2022-01-17 09:30:00
2022-01-17,09:30:00,股票,北陆药业(300016.XSHE),卖,市价单,-278200股,9.59,-2667938,-278200股,-,180830,3468.32,全部成交,2022-01-17 09:30:00
2022-01-17,09:30:00,股票,友阿股份(002277.XSHE),买,市价单,809300股,3.3,2670690,809300股,-,0,801.21,全部成交,2022-01-17 09:30:00
2022-01-17,09:30:00,股票,国新文化(600636.XSHG),买,市价单,255800股,10.34,2644972,255800股,-,0,793.49,全部成交,2022-01-17 09:30:00
2022-01-24,09:30:00,股票,合兴包装(002228.XSHE),卖,市价单,-732300股,3.62,-2650926,-732300股,-,-29292,3446.2,全部成交,2022-01-24 09:30:00
2022-01-24,09:30:00,股票,友阿股份(002277.XSHE),卖,市价单,-809300股,3.26,-2638318,-809300股,-,-32372,3429.81,全部成交,2022-01-24 09:30:00
2022-01-24,09:30:00,股票,国新文化(600636.XSHG),卖,市价单,-255800股,9.99,-2555442,-255800股,-,-89530,3322.07,全部成交,2022-01-24 09:30:00
2022-01-24,09:30:00,股票,北陆药业(300016.XSHE),买,市价单,306500股,8.54,2617510,306500股,-,0,785.25,全部成交,2022-01-24 09:30:00
2022-01-24,09:30:00,股票,冠昊生物(300238.XSHE),买,市价单,155700股,16.77,2611089,155700股,-,0,783.33,全部成交,2022-01-24 09:30:00
2022-01-24,09:30:00,股票,华盛昌(002980.XSHE),买,市价单,77000股,33.72,2596440,77000股,-,0,778.93,全部成交,2022-01-24 09:30:00
2022-02-14,09:30:00,股票,中国武夷(000797.XSHE),卖,市价单,-885400股,3.12,-2762448,-885400股,-,407284,3591.18,全部成交,2022-02-14 09:30:00
2022-02-14,09:30:00,股票,国新文化(600636.XSHG),买,市价单,324500股,8.52,2764740,324500股,-,0,829.42,全部成交,2022-02-14 09:30:00
2022-02-28,09:30:00,股票,华盛昌(002980.XSHE),卖,市价单,-77000股,32.9,-2533300,-77000股,-,-63140,3293.29,全部成交,2022-02-28 09:30:00
2022-02-28,09:30:00,股票,中国武夷(000797.XSHE),买,市价单,930900股,2.74,2550666,930900股,-,0,765.2,全部成交,2022-02-28 09:30:00
2022-03-07,09:30:00,股票,中国武夷(000797.XSHE),卖,市价单,-930900股,2.72,-2532048,-930900股,-,-18618,3291.66,全部成交,2022-03-07 09:30:00
2022-03-07,09:30:00,股票,佩蒂股份(300673.XSHE),买,市价单,149700股,16.72,2502984,149700股,-,0,750.9,全部成交,2022-03-07 09:30:00
2022-03-14,09:30:00,股票,北陆药业(300016.XSHE),卖,市价单,-306500股,8.82,-2703330,-306500股,-,85820,3514.33,全部成交,2022-03-14 09:30:00
2022-03-14,09:30:00,股票,赛腾股份(603283.XSHG),买,市价单,121400股,22.22,2697508,121400股,-,0,809.25,全部成交,2022-03-14 09:30:00
2022-04-11,09:30:00,股票,中天精装(002989.XSHE),卖,市价单,-98500股,24.26,-2389610,-98500股,-,60085,3106.49,全部成交,2022-04-11 09:30:00
2022-04-11,09:30:00,股票,电声股份(300805.XSHE),买,市价单,269100股,8.88,2389608,269100股,-,0,716.88,全部成交,2022-04-11 09:30:00
2022-04-18,09:30:00,股票,冠昊生物(300238.XSHE),卖,市价单,-155700股,15.38,-2394666,-155700股,-,-216423,3113.07,全部成交,2022-04-18 09:30:00
2022-04-18,09:30:00,股票,中天精装(002989.XSHE),买,市价单,125500股,19.02,2387010,125500股,-,0,716.1,全部成交,2022-04-18 09:30:00
2022-04-25,09:30:00,股票,佩蒂股份(300673.XSHE),卖,市价单,-149700股,15.24,-2281428,-149700股,-,-221556,2965.86,全部成交,2022-04-25 09:30:00
2022-04-25,09:30:00,股票,电声股份(300805.XSHE),卖,市价单,-269100股,7.48,-2012868,-269100股,-,-376740,2616.73,全部成交,2022-04-25 09:30:00
2022-04-25,09:30:00,股票,华盛昌(002980.XSHE),买,市价单,82800股,25.9,2144520,82800股,-,0,643.36,全部成交,2022-04-25 09:30:00
2022-04-25,09:30:00,股票,同有科技(300302.XSHE),买,市价单,302400股,7.1,2147040,302400股,-,0,644.11,全部成交,2022-04-25 09:30:00
2022-05-05,09:30:00,股票,华盛昌(002980.XSHE),卖,市价单,-82800股,25.02,-2071656,-82800股,-,-72864,2693.15,全部成交,2022-05-05 09:30:00
2022-05-05,09:30:00,股票,同有科技(300302.XSHE),卖,市价单,-302400股,6.98,-2110752,-302400股,-,-36288,2743.98,全部成交,2022-05-05 09:30:00
2022-05-05,09:30:00,股票,安车检测(300572.XSHE),买,市价单,162100股,12.88,2087848,162100股,-,0,626.35,全部成交,2022-05-05 09:30:00
2022-05-05,09:30:00,股票,好想你(002582.XSHE),买,市价单,303900股,6.88,2090832,303900股,-,0,627.25,全部成交,2022-05-05 09:30:00
2022-05-30,09:30:00,股票,国新文化(600636.XSHG),卖,市价单,-324500股,8.4,-2725800,-324500股,-,-38940,3543.54,全部成交,2022-05-30 09:30:00
2022-05-30,09:30:00,股票,华盛昌(002980.XSHE),买,市价单,109900股,25.22,2771678,109900股,-,0,831.5,全部成交,2022-05-30 09:30:00
2022-06-06,09:30:00,股票,华盛昌(002980.XSHE),卖,市价单,-109900股,27.08,-2976092,-109900股,-,204414,3868.92,全部成交,2022-06-06 09:30:00
2022-06-06,09:30:00,股票,冠昊生物(300238.XSHE),买,市价单,228600股,13,2971800,228600股,-,0,891.54,全部成交,2022-06-06 09:30:00
2022-06-13,09:30:00,股票,赛腾股份(603283.XSHG),卖,市价单,-121400股,18.46,-2241044,-121400股,-,-416402,2913.36,全部成交,2022-06-13 09:30:00
2022-06-13,09:30:00,股票,冠昊生物(300238.XSHE),卖,市价单,-228600股,13.01,-2974086,-228600股,-,2286,3866.31,全部成交,2022-06-13 09:30:00
2022-06-13,09:30:00,股票,长青集团(002616.XSHE),买,市价单,580800股,4.51,2619408,580800股,-,0,785.82,全部成交,2022-06-13 09:30:00
2022-06-13,09:30:00,股票,华盛昌(002980.XSHE),买,市价单,103300股,25.01,2583533,103300股,-,0,775.06,全部成交,2022-06-13 09:30:00
2022-06-20,09:30:00,股票,中天精装(002989.XSHE),卖,市价单,-125500股,17.55,-2202525,-125500股,-,-184485,2863.28,全部成交,2022-06-20 09:30:00
2022-06-20,09:30:00,股票,安车检测(300572.XSHE),卖,市价单,-162100股,14.26,-2311546,-162100股,-,223698,3005.01,全部成交,2022-06-20 09:30:00
2022-06-20,09:30:00,股票,好想你(002582.XSHE),卖,市价单,-303900股,7.48,-2273172,-303900股,-,211818.3,2955.12,全部成交,2022-06-20 09:30:00
2022-06-20,09:30:00,股票,长青集团(002616.XSHE),卖,市价单,-580800股,4.56,-2648448,-580800股,-,29040,3442.98,全部成交,2022-06-20 09:30:00
2022-06-20,09:30:00,股票,华盛昌(002980.XSHE),卖,市价单,-103300股,25.76,-2661008,-103300股,-,77475,3459.31,全部成交,2022-06-20 09:30:00
2022-06-20,09:30:00,股票,天箭科技(002977.XSHE),买,市价单,61900股,39.03,2415957,61900股,-,0,724.79,全部成交,2022-06-20 09:30:00
2022-06-20,09:30:00,股票,中信出版(300788.XSHE),买,市价单,118400股,20.42,2417728,118400股,-,0,725.32,全部成交,2022-06-20 09:30:00
2022-06-20,09:30:00,股票,中石科技(300684.XSHE),买,市价单,172500股,14.02,2418450,172500股,-,0,725.54,全部成交,2022-06-20 09:30:00
2022-06-20,09:30:00,股票,慈星股份(300307.XSHE),买,市价单,473700股,5.12,2425344,473700股,-,0,727.6,全部成交,2022-06-20 09:30:00
2022-06-20,09:30:00,股票,硕贝德(300322.XSHE),买,市价单,279400股,8.62,2408428,279400股,-,0,722.53,全部成交,2022-06-20 09:30:00
2022-06-27,09:30:00,股票,慈星股份(300307.XSHE),卖,市价单,-473700股,6.07,-2875359,-473700股,-,450015,3737.97,全部成交,2022-06-27 09:30:00
2022-06-27,09:30:00,股票,科森科技(603626.XSHG),买,市价单,379100股,7.58,2873578,379100股,-,0,862.07,全部成交,2022-06-27 09:30:00
2022-07-04,09:30:00,股票,天箭科技(002977.XSHE),卖,市价单,-61900股,45.5,-2816450,-61900股,-,400493,3661.38,全部成交,2022-07-04 09:30:00
2022-07-04,09:30:00,股票,福龙马(603686.XSHG),买,市价单,279200股,10.06,2808752,279200股,-,0,842.63,全部成交,2022-07-04 09:30:00
2022-07-11,09:30:00,股票,硕贝德(300322.XSHE),卖,市价单,-279400股,8.94,-2497836,-279400股,-,89408,3247.19,全部成交,2022-07-11 09:30:00
2022-07-11,09:30:00,股票,协创数据(300857.XSHE),买,市价单,123000股,20.22,2487060,123000股,-,0,746.12,全部成交,2022-07-11 09:30:00
2022-07-18,09:30:00,股票,福龙马(603686.XSHG),卖,市价单,-279200股,9.6,-2680320,-279200股,-,-128432,3484.42,全部成交,2022-07-18 09:30:00
2022-07-18,09:30:00,股票,金牌厨柜(603180.XSHG),买,市价单,105400股,25.4,2677160,105400股,-,0,803.15,全部成交,2022-07-18 09:30:00
2022-07-25,09:30:00,股票,科森科技(603626.XSHG),卖,市价单,-379100股,7.98,-3025218,-379100股,-,151640,3932.78,全部成交,2022-07-25 09:30:00
2022-07-25,09:30:00,股票,天箭科技(002977.XSHE),买,市价单,71100股,42.44,3017484,71100股,-,0,905.25,全部成交,2022-07-25 09:30:00
2022-08-01,09:30:00,股票,天箭科技(002977.XSHE),卖,市价单,-71100股,44.2,-3142620,-71100股,-,125136,4085.41,全部成交,2022-08-01 09:30:00
2022-08-01,09:30:00,股票,科森科技(603626.XSHG),买,市价单,400800股,7.86,3150288,400800股,-,0,945.09,全部成交,2022-08-01 09:30:00
2022-08-08,09:30:00,股票,中石科技(300684.XSHE),卖,市价单,-172500股,15.26,-2632350,-172500股,-,213900,3422.06,全部成交,2022-08-08 09:30:00
2022-08-08,09:30:00,股票,协创数据(300857.XSHE),卖,市价单,-123000股,21.4,-2632200,-123000股,-,145140,3421.86,全部成交,2022-08-08 09:30:00
2022-08-08,09:30:00,股票,福龙马(603686.XSHG),买,市价单,258800股,10.16,2629408,258800股,-,0,788.82,全部成交,2022-08-08 09:30:00
2022-08-08,09:30:00,股票,麒盛科技(603610.XSHG),买,市价单,218600股,11.99,2621014,218600股,-,0,786.3,全部成交,2022-08-08 09:30:00
2022-08-15,09:30:00,股票,科森科技(603626.XSHG),卖,市价单,-400800股,8.32,-3334656,-400800股,-,184368,4335.05,全部成交,2022-08-15 09:30:00
2022-08-15,09:30:00,股票,麒盛科技(603610.XSHG),卖,市价单,-218600股,12.58,-2749988,-218600股,-,128974,3574.98,全部成交,2022-08-15 09:30:00
2022-08-15,09:30:00,股票,中石科技(300684.XSHE),买,市价单,198200股,15.46,3064172,198200股,-,0,919.25,全部成交,2022-08-15 09:30:00
2022-08-15,09:30:00,股票,协创数据(300857.XSHE),买,市价单,145000股,21.06,3053700,145000股,-,0,916.11,全部成交,2022-08-15 09:30:00
2022-08-22,09:30:00,股票,中石科技(300684.XSHE),卖,市价单,-198200股,16.58,-3286156,-198200股,-,221984,4272,全部成交,2022-08-22 09:30:00
2022-08-22,09:30:00,股票,百亚股份(003006.XSHE),买,市价单,327900股,10.02,3285558,327900股,-,0,985.67,全部成交,2022-08-22 09:30:00
2022-08-29,09:30:00,股票,福龙马(603686.XSHG),卖,市价单,-258800股,9.94,-2572472,-258800股,-,-56936,3344.21,全部成交,2022-08-29 09:30:00
2022-08-29,09:30:00,股票,协创数据(300857.XSHE),卖,市价单,-145000股,19.19,-2782550,-145000股,-,-271150,3617.32,全部成交,2022-08-29 09:30:00
2022-08-29,09:30:00,股票,百亚股份(003006.XSHE),卖,市价单,-327900股,10.52,-3449508,-327900股,-,163950,4484.36,全部成交,2022-08-29 09:30:00
2022-08-29,09:30:00,股票,值得买(300785.XSHE),买,市价单,117300股,24.98,2930154,117300股,-,0,879.05,全部成交,2022-08-29 09:30:00
2022-08-29,09:30:00,股票,万兴科技(300624.XSHE),买,市价单,104100股,28.14,2929374,104100股,-,0,878.81,全部成交,2022-08-29 09:30:00
2022-08-29,09:30:00,股票,亚士创能(603378.XSHG),买,市价单,319600股,9.18,2933928,319600股,-,0,880.18,全部成交,2022-08-29 09:30:00
2022-09-05,09:30:00,股票,值得买(300785.XSHE),卖,市价单,-117300股,29.98,-3516654,-117300股,-,586500,4571.65,全部成交,2022-09-05 09:30:00
2022-09-05,09:30:00,股票,中石科技(300684.XSHE),买,市价单,247300股,14.18,3506714,247300股,-,0,1052.01,全部成交,2022-09-05 09:30:00
2022-09-13,09:30:00,股票,金牌厨柜(603180.XSHG),卖,市价单,-105400股,27.28,-2875312,-105400股,-,198152,3737.91,全部成交,2022-09-13 09:30:00
2022-09-13,09:30:00,股票,亚士创能(603378.XSHG),卖,市价单,-319600股,9.28,-2965888,-319600股,-,31960,3855.65,全部成交,2022-09-13 09:30:00
2022-09-13,09:30:00,股票,协创数据(300857.XSHE),买,市价单,158200股,18.43,2915626,158200股,-,0,874.69,全部成交,2022-09-13 09:30:00
2022-09-13,09:30:00,股票,值得买(300785.XSHE),买,市价单,102100股,28.54,2913934,102100股,-,0,874.18,全部成交,2022-09-13 09:30:00
2022-09-19,09:30:00,股票,值得买(300785.XSHE),卖,市价单,-102100股,33.07,-3376447,-102100股,-,462513,4389.38,全部成交,2022-09-19 09:30:00
