日期,品种,标的,多空,数量,可用数量,收盘价/结算价,市值/价值,盈亏/逐笔浮盈,开仓均价,持仓均价（期货）,保证金,当日盈亏,今手数,盈亏占比,仓位占比
2023-08-18,股票,司太立(603520.XSHG),多,252300股,252300股,14.35,3620505,-224547,15.24,-,0,-105966,0股,-5.84%,17854062.41,20.28%
2023-08-18,股票,百利科技(603959.XSHG),多,346000股,346000股,9.61,3325060,-501700,11.06,-,0,-114180,0股,-13.11%,17854062.41,18.62%
2023-08-18,股票,信捷电气(603416.XSHG),多,97500股,97500股,36.57,3565575,-86775,37.46,-,0,-47775,0股,-2.38%,17854062.41,19.97%
2023-08-18,股票,信质集团(002664.XSHE),多,283000股,283000股,13.8,3905400,249040,12.92,-,0,70750,0股,6.81%,17854062.41,21.87%
2023-08-18,,Cash,,,,,-6067.59,,,,,,,,0
2023-08-21,股票,再升科技(603601.XSHG),多,758500股,758500股,4.53,3436005,79642.5,4.425,-,0,-7585,0股,2.37%,17574469.45,19.55%
2023-08-21,股票,司太立(603520.XSHG),多,252300股,252300股,14.08,3552384,-292668,15.24,-,0,-68121,0股,-7.61%,17574469.45,20.21%
2023-08-21,股票,百利科技(603959.XSHG),多,346000股,346000股,9.6,3321600,-505160,11.06,-,0,-3460,0股,-13.2%,17574469.45,18.9%
2023-08-21,股票,信捷电气(603416.XSHG),多,97500股,97500股,34.73,3386175,-266175,37.46,-,0,-179400,0股,-7.29%,17574469.45,19.27%
2023-08-21,股票,集友股份(603429.XSHG),多,456400股,0股,8.52,3888528,-9128,8.54,-,0,-9128,456400股,-0.23%,17574469.45,22.13%
2023-08-21,,Cash,,,,,-10222.55,,,,,,,,0
2023-08-22,股票,再升科技(603601.XSHG),多,758500股,758500股,4.48,3398080,41717.5,4.425,-,0,-37925,0股,1.24%,17366361.45,19.57%
2023-08-22,股票,司太立(603520.XSHG),多,252300股,252300股,13.96,3522108,-322944,15.24,-,0,-30276,0股,-8.4%,17366361.45,20.28%
2023-08-22,股票,百利科技(603959.XSHG),多,346000股,346000股,9.64,3335440,-491320,11.06,-,0,13840,0股,-12.84%,17366361.45,19.21%
2023-08-22,股票,信捷电气(603416.XSHG),多,97500股,97500股,35.4,3451500,-200850,37.46,-,0,65325,0股,-5.5%,17366361.45,19.87%
2023-08-22,股票,集友股份(603429.XSHG),多,456400股,456400股,8.04,3669456,-228200,8.54,-,0,-219072,0股,-5.85%,17366361.45,21.13%
2023-08-22,,Cash,,,,,-10222.55,,,,,,,,0
2023-08-23,股票,再升科技(603601.XSHG),多,758500股,758500股,4.41,3344985,-11377.5,4.425,-,0,-53095,0股,-0.34%,17361210.45,19.27%
2023-08-23,股票,司太立(603520.XSHG),多,252300股,252300股,13.56,3421188,-423864,15.24,-,0,-100920,0股,-11.02%,17361210.45,19.71%
2023-08-23,股票,百利科技(603959.XSHG),多,346000股,346000股,9.64,3335440,-491320,11.06,-,0,0,0股,-12.84%,17361210.45,19.21%
2023-08-23,股票,信捷电气(603416.XSHG),多,97500股,97500股,36.88,3595800,-56550,37.46,-,0,144300,0股,-1.55%,17361210.45,20.71%
2023-08-23,股票,集友股份(603429.XSHG),多,456400股,456400股,8.05,3674020,-223636,8.54,-,0,4564,0股,-5.74%,17361210.45,21.16%
2023-08-23,,Cash,,,,,-10222.55,,,,,,,,0
2023-08-24,股票,再升科技(603601.XSHG),多,758500股,758500股,4.45,3375325,18962.5,4.425,-,0,30340,0股,0.56%,17523163.45,19.26%
2023-08-24,股票,司太立(603520.XSHG),多,252300股,252300股,13.63,3438849,-406203,15.24,-,0,17661,0股,-10.56%,17523163.45,19.62%
2023-08-24,股票,百利科技(603959.XSHG),多,346000股,346000股,9.6,3321600,-505160,11.06,-,0,-13840,0股,-13.2%,17523163.45,18.96%
2023-08-24,股票,信捷电气(603416.XSHG),多,97500股,97500股,36.88,3595800,-56550,37.46,-,0,0,0股,-1.55%,17523163.45,20.52%
2023-08-24,股票,集友股份(603429.XSHG),多,456400股,456400股,8.33,3801812,-95844,8.54,-,0,127792,0股,-2.46%,17523163.45,21.7%
2023-08-24,,Cash,,,,,-10222.55,,,,,,,,0
2023-08-25,股票,再升科技(603601.XSHG),多,758500股,758500股,4.46,3382910,26547.5,4.425,-,0,7585,0股,0.79%,17268394.45,19.59%
2023-08-25,股票,司太立(603520.XSHG),多,252300股,252300股,13.5,3406050,-439002,15.24,-,0,-32799,0股,-11.42%,17268394.45,19.72%
2023-08-25,股票,百利科技(603959.XSHG),多,346000股,346000股,9.49,3283540,-543220,11.06,-,0,-38060,0股,-14.2%,17268394.45,19.01%
2023-08-25,股票,信捷电气(603416.XSHG),多,97500股,97500股,35.15,3427125,-225225,37.46,-,0,-168675,0股,-6.17%,17268394.45,19.85%
2023-08-25,股票,集友股份(603429.XSHG),多,456400股,456400股,8.28,3778992,-118664,8.54,-,0,-22820,0股,-3.04%,17268394.45,21.88%
2023-08-25,,Cash,,,,,-10222.55,,,,,,,,0
2023-08-28,股票,再升科技(603601.XSHG),多,758500股,758500股,4.54,3443590,87227.5,4.425,-,0,60680,0股,2.6%,17325220.86,19.88%
2023-08-28,股票,司太立(603520.XSHG),多,252300股,252300股,13.33,3363159,-481893,15.24,-,0,-42891,0股,-12.53%,17325220.86,19.41%
2023-08-28,股票,百利科技(603959.XSHG),多,346000股,346000股,9.16,3169360,-657400,11.06,-,0,-114180,0股,-17.18%,17325220.86,18.29%
2023-08-28,股票,集友股份(603429.XSHG),多,456400股,456400股,8.32,3797248,-100408,8.54,-,0,18256,0股,-2.58%,17325220.86,21.92%
2023-08-28,股票,天际股份(002759.XSHE),多,304700股,0股,11.68,3558896,-134068,12.12,-,0,-134068,304700股,-3.63%,17325220.86,20.54%
2023-08-28,,Cash,,,,,-7032.14,,,,,,,,0
2023-08-29,股票,再升科技(603601.XSHG),多,758500股,758500股,4.58,3473930,117567.5,4.425,-,0,30340,0股,3.5%,17754007.86,19.57%
2023-08-29,股票,司太立(603520.XSHG),多,252300股,252300股,13.69,3453987,-391065,15.24,-,0,90828,0股,-10.17%,17754007.86,19.45%
2023-08-29,股票,百利科技(603959.XSHG),多,346000股,346000股,9.42,3259320,-567440,11.06,-,0,89960,0股,-14.83%,17754007.86,18.36%
2023-08-29,股票,集友股份(603429.XSHG),多,456400股,456400股,8.63,3938732,41076,8.54,-,0,141484,0股,1.05%,17754007.86,22.19%
2023-08-29,股票,天际股份(002759.XSHE),多,304700股,304700股,11.93,3635071,-57893,12.12,-,0,76175,0股,-1.57%,17754007.86,20.47%
2023-08-29,,Cash,,,,,-7032.14,,,,,,,,0
2023-08-30,股票,再升科技(603601.XSHG),多,758500股,758500股,4.6,3489100,132737.5,4.425,-,0,15170,0股,3.95%,17839309.86,19.56%
2023-08-30,股票,司太立(603520.XSHG),多,252300股,252300股,13.82,3486786,-358266,15.24,-,0,32799,0股,-9.32%,17839309.86,19.55%
2023-08-30,股票,百利科技(603959.XSHG),多,346000股,346000股,9.33,3228180,-598580,11.06,-,0,-31140,0股,-15.64%,17839309.86,18.1%
2023-08-30,股票,集友股份(603429.XSHG),多,456400股,456400股,8.76,3998064,100408,8.54,-,0,59332,0股,2.58%,17839309.86,22.41%
2023-08-30,股票,天际股份(002759.XSHE),多,304700股,304700股,11.96,3644212,-48752,12.12,-,0,9141,0股,-1.32%,17839309.86,20.43%
2023-08-30,,Cash,,,,,-7032.14,,,,,,,,0
2023-08-31,股票,再升科技(603601.XSHG),多,758500股,758500股,4.56,3458760,102397.5,4.425,-,0,-30340,0股,3.05%,17827375.86,19.4%
2023-08-31,股票,司太立(603520.XSHG),多,252300股,252300股,13.99,3529677,-315375,15.24,-,0,42891,0股,-8.2%,17827375.86,19.8%
2023-08-31,股票,百利科技(603959.XSHG),多,346000股,346000股,9.29,3214340,-612420,11.06,-,0,-13840,0股,-16%,17827375.86,18.03%
2023-08-31,股票,集友股份(603429.XSHG),多,456400股,456400股,8.73,3984372,86716,8.54,-,0,-13692,0股,2.22%,17827375.86,22.35%
2023-08-31,股票,天际股份(002759.XSHE),多,304700股,304700股,11.97,3647259,-45705,12.12,-,0,3047,0股,-1.24%,17827375.86,20.46%
2023-08-31,,Cash,,,,,-7032.14,,,,,,,,0
2023-09-01,股票,再升科技(603601.XSHG),多,758500股,758500股,4.58,3473930,117567.5,4.425,-,0,15170,0股,3.5%,17946731.86,19.36%
2023-09-01,股票,司太立(603520.XSHG),多,252300股,252300股,14.04,3542292,-302760,15.24,-,0,12615,0股,-7.87%,17946731.86,19.74%
2023-09-01,股票,百利科技(603959.XSHG),多,346000股,346000股,9.26,3203960,-622800,11.06,-,0,-10380,0股,-16.27%,17946731.86,17.85%
2023-09-01,股票,集友股份(603429.XSHG),多,456400股,456400股,8.92,4071088,173432,8.54,-,0,86716,0股,4.45%,17946731.86,22.68%
2023-09-01,股票,天际股份(002759.XSHE),多,304700股,304700股,12.02,3662494,-30470,12.12,-,0,15235,0股,-0.83%,17946731.86,20.41%
2023-09-01,,Cash,,,,,-7032.14,,,,,,,,0
2023-09-04,股票,再升科技(603601.XSHG),多,758500股,758500股,4.69,3557365,201002.5,4.425,-,0,83435,0股,5.99%,18338289.42,19.4%
2023-09-04,股票,司太立(603520.XSHG),多,252300股,252300股,14.13,3564999,-280053,15.24,-,0,22707,0股,-7.28%,18338289.42,19.44%
2023-09-04,股票,集友股份(603429.XSHG),多,456400股,456400股,9.11,4157804,260148,8.54,-,0,86716,0股,6.67%,18338289.42,22.67%
2023-09-04,股票,天际股份(002759.XSHE),多,304700股,304700股,12.26,3735622,42658,12.12,-,0,73128,0股,1.16%,18338289.42,20.37%
2023-09-04,股票,震安科技(300767.XSHE),多,158700股,0股,20.95,3324765,123786,20.17,-,0,123786,158700股,3.87%,18338289.42,18.13%
2023-09-04,,Cash,,,,,-2265.58,,,,,,,,0
2023-09-05,股票,再升科技(603601.XSHG),多,758500股,758500股,4.64,3519440,163077.5,4.425,-,0,-37925,0股,4.86%,18257816.42,19.28%
2023-09-05,股票,司太立(603520.XSHG),多,252300股,252300股,14.24,3592752,-252300,15.24,-,0,27753,0股,-6.56%,18257816.42,19.68%
2023-09-05,股票,集友股份(603429.XSHG),多,456400股,456400股,8.96,4089344,191688,8.54,-,0,-68460,0股,4.92%,18257816.42,22.4%
2023-09-05,股票,天际股份(002759.XSHE),多,304700股,304700股,12.28,3741716,48752,12.12,-,0,6094,0股,1.32%,18257816.42,20.49%
2023-09-05,股票,震安科技(300767.XSHE),多,158700股,158700股,20.9,3316830,115851,20.17,-,0,-7935,0股,3.62%,18257816.42,18.17%
2023-09-05,,Cash,,,,,-2265.58,,,,,,,,0
2023-09-06,股票,再升科技(603601.XSHG),多,758500股,758500股,4.7,3564950,208587.5,4.425,-,0,45510,0股,6.21%,18298090.42,19.48%
2023-09-06,股票,司太立(603520.XSHG),多,252300股,252300股,14.16,3572568,-272484,15.24,-,0,-20184,0股,-7.09%,18298090.42,19.52%
2023-09-06,股票,集友股份(603429.XSHG),多,456400股,456400股,8.72,3979808,82152,8.54,-,0,-109536,0股,2.11%,18298090.42,21.75%
2023-09-06,股票,天际股份(002759.XSHE),多,304700股,304700股,12.35,3763045,70081,12.12,-,0,21329,0股,1.9%,18298090.42,20.57%
2023-09-06,股票,震安科技(300767.XSHE),多,158700股,158700股,21.55,3419985,219006,20.17,-,0,103155,0股,6.84%,18298090.42,18.69%
2023-09-06,,Cash,,,,,-2265.58,,,,,,,,0
2023-09-07,股票,再升科技(603601.XSHG),多,758500股,758500股,4.61,3496685,140322.5,4.425,-,0,-68265,0股,4.18%,17888845.42,19.55%
2023-09-07,股票,司太立(603520.XSHG),多,252300股,252300股,13.95,3519585,-325467,15.24,-,0,-52983,0股,-8.46%,17888845.42,19.67%
2023-09-07,股票,集友股份(603429.XSHG),多,456400股,456400股,8.51,3883964,-13692,8.54,-,0,-95844,0股,-0.35%,17888845.42,21.71%
2023-09-07,股票,天际股份(002759.XSHE),多,304700股,304700股,12.11,3689917,-3047,12.12,-,0,-73128,0股,-0.08%,17888845.42,20.63%
2023-09-07,股票,震安科技(300767.XSHE),多,158700股,158700股,20.8,3300960,99981,20.17,-,0,-119025,0股,3.12%,17888845.42,18.45%
2023-09-07,,Cash,,,,,-2265.58,,,,,,,,0
2023-09-08,股票,再升科技(603601.XSHG),多,758500股,758500股,4.55,3451175,94812.5,4.425,-,0,-45510,0股,2.82%,17794047.42,19.4%
2023-09-08,股票,司太立(603520.XSHG),多,252300股,252300股,13.89,3504447,-340605,15.24,-,0,-15138,0股,-8.86%,17794047.42,19.69%
2023-09-08,股票,集友股份(603429.XSHG),多,456400股,456400股,8.41,3838324,-59332,8.54,-,0,-45640,0股,-1.52%,17794047.42,21.57%
2023-09-08,股票,天际股份(002759.XSHE),多,304700股,304700股,12.08,3680776,-12188,12.12,-,0,-9141,0股,-0.33%,17794047.42,20.69%
2023-09-08,股票,震安科技(300767.XSHE),多,158700股,158700股,20.93,3321591,120612,20.17,-,0,20631,0股,3.77%,17794047.42,18.67%
2023-09-08,,Cash,,,,,-2265.58,,,,,,,,0
2023-09-11,股票,再升科技(603601.XSHG),多,758500股,758500股,4.6,3489100,132737.5,4.425,-,0,37925,0股,3.95%,18155875.95,19.22%
2023-09-11,股票,司太立(603520.XSHG),多,252300股,252300股,14.3,3607890,-237162,15.24,-,0,103443,0股,-6.17%,18155875.95,19.87%
2023-09-11,股票,集友股份(603429.XSHG),多,456400股,456400股,8.77,4002628,104972,8.54,-,0,164304,0股,2.69%,18155875.95,22.05%
2023-09-11,股票,天际股份(002759.XSHE),多,304700股,304700股,12.24,3729528,36564,12.12,-,0,48752,0股,0.99%,18155875.95,20.54%
2023-09-11,股票,传智教育(003032.XSHE),多,265500股,0股,12.55,3332025,7965,12.52,-,0,7965,265500股,0.24%,18155875.95,18.35%
2023-09-11,,Cash,,,,,-5295.05,,,,,,,,0
2023-09-12,股票,再升科技(603601.XSHG),多,758500股,758500股,4.58,3473930,117567.5,4.425,-,0,-15170,0股,3.5%,18129791.95,19.16%
2023-09-12,股票,司太立(603520.XSHG),多,252300股,252300股,14.33,3615459,-229593,15.24,-,0,7569,0股,-5.97%,18129791.95,19.94%
2023-09-12,股票,集友股份(603429.XSHG),多,456400股,456400股,8.75,3993500,95844,8.54,-,0,-9128,0股,2.46%,18129791.95,22.03%
2023-09-12,股票,天际股份(002759.XSHE),多,304700股,304700股,12.34,3759998,67034,12.12,-,0,30470,0股,1.82%,18129791.95,20.74%
2023-09-12,股票,传智教育(003032.XSHE),多,265500股,265500股,12.4,3292200,-31860,12.52,-,0,-39825,0股,-0.96%,18129791.95,18.16%
2023-09-12,,Cash,,,,,-5295.05,,,,,,,,0
2023-09-13,股票,再升科技(603601.XSHG),多,758500股,758500股,4.52,3428420,72057.5,4.425,-,0,-45510,0股,2.15%,17837462.95,19.22%
2023-09-13,股票,司太立(603520.XSHG),多,252300股,252300股,14.18,3577614,-267438,15.24,-,0,-37845,0股,-6.96%,17837462.95,20.06%
2023-09-13,股票,集友股份(603429.XSHG),多,456400股,456400股,8.62,3934168,36512,8.54,-,0,-59332,0股,0.94%,17837462.95,22.06%
2023-09-13,股票,天际股份(002759.XSHE),多,304700股,304700股,12.18,3711246,18282,12.12,-,0,-48752,0股,0.5%,17837462.95,20.81%
2023-09-13,股票,传智教育(003032.XSHE),多,265500股,265500股,12.02,3191310,-132750,12.52,-,0,-100890,0股,-3.99%,17837462.95,17.89%
2023-09-13,,Cash,,,,,-5295.05,,,,,,,,0
2023-09-14,股票,再升科技(603601.XSHG),多,758500股,758500股,4.48,3398080,41717.5,4.425,-,0,-30340,0股,1.24%,17560855.95,19.35%
2023-09-14,股票,司太立(603520.XSHG),多,252300股,252300股,14.15,3570045,-275007,15.24,-,0,-7569,0股,-7.15%,17560855.95,20.33%
2023-09-14,股票,集友股份(603429.XSHG),多,456400股,456400股,8.48,3870272,-27384,8.54,-,0,-63896,0股,-0.7%,17560855.95,22.04%
2023-09-14,股票,天际股份(002759.XSHE),多,304700股,304700股,11.92,3632024,-60940,12.12,-,0,-79222,0股,-1.65%,17560855.95,20.68%
2023-09-14,股票,传智教育(003032.XSHE),多,265500股,265500股,11.66,3095730,-228330,12.52,-,0,-95580,0股,-6.87%,17560855.95,17.63%
2023-09-14,,Cash,,,,,-5295.05,,,,,,,,0
2023-09-15,股票,再升科技(603601.XSHG),多,758500股,758500股,4.51,3420835,64472.5,4.425,-,0,22755,0股,1.92%,17695862.95,19.33%
2023-09-15,股票,司太立(603520.XSHG),多,252300股,252300股,14.36,3623028,-222024,15.24,-,0,52983,0股,-5.77%,17695862.95,20.47%
2023-09-15,股票,集友股份(603429.XSHG),多,456400股,456400股,8.57,3911348,13692,8.54,-,0,41076,0股,0.35%,17695862.95,22.1%
2023-09-15,股票,天际股份(002759.XSHE),多,304700股,304700股,11.91,3628977,-63987,12.12,-,0,-3047,0股,-1.73%,17695862.95,20.51%
2023-09-15,股票,传智教育(003032.XSHE),多,265500股,265500股,11.74,3116970,-207090,12.52,-,0,21240,0股,-6.23%,17695862.95,17.61%
2023-09-15,,Cash,,,,,-5295.05,,,,,,,,0
2023-09-18,股票,再升科技(603601.XSHG),多,758500股,758500股,4.51,3420835,64472.5,4.425,-,0,0,0股,1.92%,18019030.95,18.98%
2023-09-18,股票,司太立(603520.XSHG),多,252300股,252300股,14.83,3741609,-103443,15.24,-,0,118581,0股,-2.69%,18019030.95,20.76%
2023-09-18,股票,集友股份(603429.XSHG),多,456400股,456400股,8.76,3998064,100408,8.54,-,0,86716,0股,2.58%,18019030.95,22.19%
2023-09-18,股票,天际股份(002759.XSHE),多,304700股,304700股,12.14,3699058,6094,12.12,-,0,70081,0股,0.17%,18019030.95,20.53%
2023-09-18,股票,传智教育(003032.XSHE),多,265500股,265500股,11.92,3164760,-159300,12.52,-,0,47790,0股,-4.79%,18019030.95,17.56%
2023-09-18,,Cash,,,,,-5295.05,,,,,,,,0
2023-09-19,股票,再升科技(603601.XSHG),多,758500股,758500股,4.46,3382910,26547.5,4.425,-,0,-37925,0股,0.79%,17809285.95,19%
2023-09-19,股票,司太立(603520.XSHG),多,252300股,252300股,14.86,3749178,-95874,15.24,-,0,7569,0股,-2.49%,17809285.95,21.05%
2023-09-19,股票,集友股份(603429.XSHG),多,456400股,456400股,8.58,3915912,18256,8.54,-,0,-82152,0股,0.47%,17809285.95,21.99%
2023-09-19,股票,天际股份(002759.XSHE),多,304700股,304700股,12.03,3665541,-27423,12.12,-,0,-33517,0股,-0.74%,17809285.95,20.58%
2023-09-19,股票,传智教育(003032.XSHE),多,265500股,265500股,11.68,3101040,-223020,12.52,-,0,-63720,0股,-6.71%,17809285.95,17.41%
2023-09-19,,Cash,,,,,-5295.05,,,,,,,,0
2023-09-20,股票,再升科技(603601.XSHG),多,758500股,758500股,4.45,3375325,18962.5,4.425,-,0,-7585,0股,0.56%,17676653.95,19.09%
2023-09-20,股票,司太立(603520.XSHG),多,252300股,252300股,14.83,3741609,-103443,15.24,-,0,-7569,0股,-2.69%,17676653.95,21.17%
2023-09-20,股票,集友股份(603429.XSHG),多,456400股,456400股,8.51,3883964,-13692,8.54,-,0,-31948,0股,-0.35%,17676653.95,21.97%
2023-09-20,股票,天际股份(002759.XSHE),多,304700股,304700股,11.88,3619836,-73128,12.12,-,0,-45705,0股,-1.98%,17676653.95,20.48%
2023-09-20,股票,传智教育(003032.XSHE),多,265500股,265500股,11.53,3061215,-262845,12.52,-,0,-39825,0股,-7.91%,17676653.95,17.32%
2023-09-20,,Cash,,,,,-5295.05,,,,,,,,0
2023-09-21,股票,再升科技(603601.XSHG),多,758500股,758500股,4.41,3344985,-11377.5,4.425,-,0,-30340,0股,-0.34%,17475689.95,19.14%
2023-09-21,股票,司太立(603520.XSHG),多,252300股,252300股,14.55,3670965,-174087,15.24,-,0,-70644,0股,-4.53%,17475689.95,21.01%
2023-09-21,股票,集友股份(603429.XSHG),多,456400股,456400股,8.44,3852016,-45640,8.54,-,0,-31948,0股,-1.17%,17475689.95,22.04%
2023-09-21,股票,天际股份(002759.XSHE),多,304700股,304700股,11.77,3586319,-106645,12.12,-,0,-33517,0股,-2.89%,17475689.95,20.52%
2023-09-21,股票,传智教育(003032.XSHE),多,265500股,265500股,11.4,3026700,-297360,12.52,-,0,-34515,0股,-8.95%,17475689.95,17.32%
2023-09-21,,Cash,,,,,-5295.05,,,,,,,,0
2023-09-22,股票,再升科技(603601.XSHG),多,758500股,758500股,4.53,3436005,79642.5,4.425,-,0,91020,0股,2.37%,17868525.95,19.23%
2023-09-22,股票,司太立(603520.XSHG),多,252300股,252300股,14.63,3691149,-153903,15.24,-,0,20184,0股,-4%,17868525.95,20.66%
2023-09-22,股票,集友股份(603429.XSHG),多,456400股,456400股,8.69,3966116,68460,8.54,-,0,114100,0股,1.76%,17868525.95,22.2%
2023-09-22,股票,天际股份(002759.XSHE),多,304700股,304700股,11.98,3650306,-42658,12.12,-,0,63987,0股,-1.16%,17868525.95,20.43%
2023-09-22,股票,传智教育(003032.XSHE),多,265500股,265500股,11.79,3130245,-193815,12.52,-,0,103545,0股,-5.83%,17868525.95,17.52%
2023-09-22,,Cash,,,,,-5295.05,,,,,,,,0
2023-09-25,股票,再升科技(603601.XSHG),多,758500股,758500股,4.44,3367740,11377.5,4.425,-,0,-68265,0股,0.34%,17771258.95,18.95%
2023-09-25,股票,司太立(603520.XSHG),多,252300股,252300股,15.38,3880374,35322,15.24,-,0,189225,0股,0.92%,17771258.95,21.84%
2023-09-25,股票,集友股份(603429.XSHG),多,456400股,456400股,8.39,3829196,-68460,8.54,-,0,-136920,0股,-1.76%,17771258.95,21.55%
2023-09-25,股票,天际股份(002759.XSHE),多,304700股,304700股,11.87,3616789,-76175,12.12,-,0,-33517,0股,-2.06%,17771258.95,20.35%
2023-09-25,股票,传智教育(003032.XSHE),多,265500股,265500股,11.61,3082455,-241605,12.52,-,0,-47790,0股,-7.27%,17771258.95,17.35%
2023-09-25,,Cash,,,,,-5295.05,,,,,,,,0
2023-09-26,股票,再升科技(603601.XSHG),多,758500股,758500股,4.39,3329815,-26547.5,4.425,-,0,-37925,0股,-0.79%,17610858.95,18.91%
2023-09-26,股票,司太立(603520.XSHG),多,252300股,252300股,15.18,3829914,-15138,15.24,-,0,-50460,0股,-0.39%,17610858.95,21.75%
2023-09-26,股票,集友股份(603429.XSHG),多,456400股,456400股,8.35,3810940,-86716,8.54,-,0,-18256,0股,-2.22%,17610858.95,21.64%
2023-09-26,股票,天际股份(002759.XSHE),多,304700股,304700股,11.65,3549755,-143209,12.12,-,0,-67034,0股,-3.88%,17610858.95,20.16%
2023-09-26,股票,传智教育(003032.XSHE),多,265500股,265500股,11.66,3095730,-228330,12.52,-,0,13275,0股,-6.87%,17610858.95,17.58%
2023-09-26,,Cash,,,,,-5295.05,,,,,,,,0
2023-09-27,股票,再升科技(603601.XSHG),多,758500股,758500股,4.48,3398080,41717.5,4.425,-,0,68265,0股,1.24%,17887459.95,19%
2023-09-27,股票,司太立(603520.XSHG),多,252300股,252300股,15.62,3940926,95874,15.24,-,0,111012,0股,2.49%,17887459.95,22.03%
2023-09-27,股票,集友股份(603429.XSHG),多,456400股,456400股,8.49,3874836,-22820,8.54,-,0,63896,0股,-0.59%,17887459.95,21.66%
2023-09-27,股票,天际股份(002759.XSHE),多,304700股,304700股,11.69,3561943,-131021,12.12,-,0,12188,0股,-3.55%,17887459.95,19.91%
2023-09-27,股票,传智教育(003032.XSHE),多,265500股,265500股,11.74,3116970,-207090,12.52,-,0,21240,0股,-6.23%,17887459.95,17.43%
2023-09-27,,Cash,,,,,-5295.05,,,,,,,,0
2023-09-28,股票,再升科技(603601.XSHG),多,758500股,758500股,4.51,3420835,64472.5,4.425,-,0,22755,0股,1.92%,18220092.95,18.78%
2023-09-28,股票,司太立(603520.XSHG),多,252300股,252300股,15.46,3900558,55506,15.24,-,0,-40368,0股,1.44%,18220092.95,21.41%
2023-09-28,股票,集友股份(603429.XSHG),多,456400股,456400股,8.49,3874836,-22820,8.54,-,0,0,0股,-0.59%,18220092.95,21.27%
2023-09-28,股票,天际股份(002759.XSHE),多,304700股,304700股,11.82,3601554,-91410,12.12,-,0,39611,0股,-2.48%,18220092.95,19.77%
2023-09-28,股票,传智教育(003032.XSHE),多,265500股,265500股,12.91,3427605,103545,12.52,-,0,310635,0股,3.12%,18220092.95,18.81%
2023-09-28,,Cash,,,,,-5295.05,,,,,,,,0
2023-10-09,股票,再升科技(603601.XSHG),多,758500股,758500股,4.41,3344985,-11377.5,4.425,-,0,-75850,0股,-0.34%,17836507.61,18.75%
2023-10-09,股票,集友股份(603429.XSHG),多,456400股,456400股,8.38,3824632,-73024,8.54,-,0,-50204,0股,-1.87%,17836507.61,21.44%
2023-10-09,股票,天际股份(002759.XSHE),多,304700股,304700股,11.58,3528426,-164538,12.12,-,0,-73128,0股,-4.46%,17836507.61,19.78%
2023-10-09,股票,震安科技(300767.XSHE),多,181600股,0股,19.69,3575704,-74456,20.1,-,0,-74456,181600股,-2.04%,17836507.61,20.05%
2023-10-09,股票,苏博特(603916.XSHG),多,303800股,0股,11.75,3569650,-75950,12,-,0,-75950,303800股,-2.08%,17836507.61,20.01%
2023-10-09,,Cash,,,,,-6889.39,,,,,,,,0
2023-10-10,股票,再升科技(603601.XSHG),多,758500股,758500股,4.42,3352570,-3792.5,4.425,-,0,7585,0股,-0.11%,17789801.61,18.85%
2023-10-10,股票,集友股份(603429.XSHG),多,456400股,456400股,8.33,3801812,-95844,8.54,-,0,-22820,0股,-2.46%,17789801.61,21.37%
2023-10-10,股票,天际股份(002759.XSHE),多,304700股,304700股,11.65,3549755,-143209,12.12,-,0,21329,0股,-3.88%,17789801.61,19.95%
2023-10-10,股票,震安科技(300767.XSHE),多,181600股,181600股,19.6,3559360,-90800,20.1,-,0,-16344,0股,-2.49%,17789801.61,20.01%
2023-10-10,股票,苏博特(603916.XSHG),多,303800股,303800股,11.63,3533194,-112406,12,-,0,-36456,0股,-3.08%,17789801.61,19.86%
2023-10-10,,Cash,,,,,-6889.39,,,,,,,,0
2023-10-11,股票,再升科技(603601.XSHG),多,758500股,758500股,4.42,3352570,-3792.5,4.425,-,0,0,0股,-0.11%,17801469.61,18.83%
2023-10-11,股票,集友股份(603429.XSHG),多,456400股,456400股,8.39,3829196,-68460,8.54,-,0,27384,0股,-1.76%,17801469.61,21.51%
2023-10-11,股票,天际股份(002759.XSHE),多,304700股,304700股,11.65,3549755,-143209,12.12,-,0,0,0股,-3.88%,17801469.61,19.94%
2023-10-11,股票,震安科技(300767.XSHE),多,181600股,181600股,19.48,3537568,-112592,20.1,-,0,-21792,0股,-3.08%,17801469.61,19.87%
2023-10-11,股票,苏博特(603916.XSHG),多,303800股,303800股,11.65,3539270,-106330,12,-,0,6076,0股,-2.92%,17801469.61,19.88%
2023-10-11,,Cash,,,,,-6889.39,,,,,,,,0
2023-10-12,股票,再升科技(603601.XSHG),多,758500股,758500股,4.47,3390495,34132.5,4.425,-,0,37925,0股,1.02%,18151062.61,18.68%
2023-10-12,股票,集友股份(603429.XSHG),多,456400股,456400股,8.45,3856580,-41076,8.54,-,0,27384,0股,-1.05%,18151062.61,21.25%
2023-10-12,股票,天际股份(002759.XSHE),多,304700股,304700股,12.03,3665541,-27423,12.12,-,0,115786,0股,-0.74%,18151062.61,20.19%
2023-10-12,股票,震安科技(300767.XSHE),多,181600股,181600股,20.09,3648344,-1816,20.1,-,0,110776,0股,-0.05%,18151062.61,20.1%
2023-10-12,股票,苏博特(603916.XSHG),多,303800股,303800股,11.84,3596992,-48608,12,-,0,57722,0股,-1.33%,18151062.61,19.82%
2023-10-12,,Cash,,,,,-6889.39,,,,,,,,0
